ID,Requirement_Text,ISO_Category,ISO_Sub_Category,Keywords,Confidence,Source
269,User is able to browse categories according to his/her wishes. User can also see how many items each category has,Functionality,Suitability,browse categories according wishes see,High,extended_csv
270,"User is able browse items. User can see the items’ pictures, prices, and other features",Functionality,Suitability,items browse see pictures prices,Medium,extended_csv
271,"If the user changes his/her username or password, a notification mail will be sent to the user’s email address",Functionality,Suitability,changes username password notification mail,High,extended_csv
272,The changes will apply if the user clicks on the link in the email,Functionality,Suitability,changes apply clicks link email,High,extended_csv
273,User can buy credits from the system. He/she can use credit card or his/her PayPal account,Functionality,Suitability,buy credits credit card paypal,High,extended_csv
274,User can add the items he/she likes to his cart by touching “Add to the cart” button,Functionality,Suitability,add cart items likes touching,High,extended_csv
275,The user notifies other user that the shipment of the item has started,Functionality,Suitability,notifies shipment item started,High,extended_csv
276,The user can add as many as items he/she wants,Functionality,Suitability,add many items wants,High,extended_csv
277,"The user can also set the price, set the amount, upload pictures of the item and add details of the item",Functionality,Suitability,set item price amount upload,High,extended_csv
278,"The user can edit the items that he/she has already put on the system. The user can add/remove pictures, change the price and details of the item",Functionality,Suitability,edit items already put add,High,extended_csv
279,"If the user no longer wishes to use the system, he/she can click “Delete Profile” button. After deleting the profile, the user will no longer be able to use the system with the account details that he entered before",Functionality,Suitability,longer profile wishes click delete,Medium,extended_csv
280,The user can mark an item as a favorite so that he will be notified if any change is made to the item,Functionality,Suitability,item mark favorite notified change,High,extended_csv
281,The user can rate and comment about the users whom he traded with,Functionality,Suitability,rate comment traded,High,extended_csv
282,10000 users should be able to use the system at the same time,Functionality,Suitability,,High,extended_csv
283,The response time of the system should be 2 seconds at most,Functionality,Suitability,response seconds,High,extended_csv
284,Search form should be added to home page,Functionality,Suitability,search form added home page,Medium,extended_csv
285,Sites should be added correctly to the search engine,Functionality,Suitability,sites added correctly search engine,Medium,extended_csv
286,Build the search engine based on the search form and sites available,Functionality,Suitability,search build engine based form,Medium,extended_csv
287,"User should be able to search by site name, description",Functionality,Suitability,search site name description,Medium,extended_csv
288,System should be self capable with feature of Auto Suggest,Functionality,Suitability,self capable feature auto suggest,Medium,extended_csv
289,System should be able to return the search results in desending order in the form of list of links to the sites,Functionality,Suitability,return search results desending order,Medium,extended_csv
290,"System should be able to display "" No results found "" in case no search results found",Functionality,Suitability,results found display case search,Medium,extended_csv
291,System should have a link back to home in case no results found,Functionality,Suitability,link back home case results,High,extended_csv
292,Geo-location feature to be able to find a user,Functionality,Suitability,geo location feature find,Medium,extended_csv
293,Use Geolocation scripts to locate user,Functionality,Suitability,geolocation scripts locate,High,extended_csv
294,Check if user is within 1 mile of the campus,Functionality,Suitability,check mile campus,High,extended_csv
295,"If user within 1 mile of the campus , update location",Functionality,Suitability,mile campus update location,Medium,extended_csv
296,User for permission to use the location service,Functionality,Suitability,permission location service,High,extended_csv
297,"If the user denies to user the location service , prompt the user to home screen",Functionality,Suitability,denies location service prompt home,High,extended_csv
298,"If user allows location service , create the user",Functionality,Suitability,allows location service create,Medium,extended_csv
299,"If the system unable to update the location , Show failure msg and return the user to home page",Functionality,Suitability,unable update location show failure,Medium,extended_csv
300,Update Page with link to sites nearby,Functionality,Suitability,update page link sites nearby,Medium,extended_csv
301,Build Ajax Response to update home page with a link to nearby site based on user location,Functionality,Suitability,build ajax response update home,Medium,extended_csv
302,"Application should respond with a list of links to the 3 nearest sites by A-Z, sorted by name",Functionality,Suitability,respond list links nearest sites,High,extended_csv
303,"Application should respond with the sites placed on a map with markers that includes name, description and link to site page",Functionality,Suitability,respond sites placed map markers,High,extended_csv
304,Application should do the distance calculations and geolocation information for user/site and nearby sites,Functionality,Suitability,distance calculations geolocation information site,High,extended_csv
305,"When user clicks on links to browse sites from home page, the system should respond with a list of links to all the sites by A-Z, sorted on site name",Functionality,Suitability,links sites clicks browse home,High,extended_csv
306,Application should collect list of all sites sorted by name,Functionality,Suitability,collect list sites sorted name,High,extended_csv
307,Application should Build URL to each site’s page,Functionality,Suitability,build url site page,High,extended_csv
308,"When user clicks on link to map sites from the home page, application should respond with a campus map with all the historical sites placed on it",Functionality,Suitability,map sites clicks link home,High,extended_csv
309,"Each historical site should have a marker for each site placed on map that include the name, shorten description, and link to the site page",Functionality,Suitability,site historical marker placed map,High,extended_csv
310,The site’s page should contain link to walking directions on tour,Functionality,Suitability,site page contain link walking,High,extended_csv
311,"Application should respond with a list of thumbnail images for the site, listed from oldest to newest by year",Functionality,Suitability,respond list thumbnail images site,High,extended_csv
312,"In case no image available , application should return ""no image"" flag",Functionality,Suitability,image case available return flag,High,extended_csv
313,"When user clicks on a thumbnail image from the site’s page, the application should replace the site’s image with the medium sized clicked on image",Functionality,Suitability,image site clicks thumbnail page,High,extended_csv
314,Application should replace the site’s description with the clicked on image description,Functionality,Suitability,description replace site clicked image,High,extended_csv
315,"When the user clicks on the main image on the site’s page, application should return with a an enlarged version of the image",Functionality,Suitability,image clicks main site page,High,extended_csv
316,"When User clicks on link to Walking Tour, application should respond with walking tour page",Functionality,Suitability,walking tour clicks link respond,High,extended_csv
317,"When User clicks on link to About, application should respond with About page",Functionality,Suitability,clicks link respond page,High,extended_csv
318,No personal data about a user is stored,Functionality,Suitability,personal data stored,Medium,extended_csv
319,User location information should be deleted nightly via a cron job,Functionality,Suitability,location information deleted nightly via,Medium,extended_csv
320,The campus map covers the campus of the TU/e,Functionality,Suitability,campus map covers,Medium,extended_csv
321,The campus map covers the central train station of Eindhoven,Functionality,Suitability,campus map covers central train,Medium,extended_csv
322,A new stylistic map has the right dimensions,Functionality,Suitability,stylistic map right dimensions,Medium,extended_csv
323,A new stylistic map is geographically correct,Functionality,Suitability,stylistic map geographically correct,Medium,extended_csv
324,News is restricted to what is available in the feeds on the list of news RSS-feeds,Functionality,Suitability,news feeds restricted available list,Medium,extended_csv
325,Agenda is restricted to what is available in the feeds on the list of agenda RSS-feeds,Functionality,Suitability,agenda feeds restricted available list,Medium,extended_csv
326,Information about a certain person is restricted to what is available on the employee pages of the TU/e,Functionality,Suitability,information certain person restricted available,Medium,extended_csv
327,The information and the search methods of the Encyclopedia-app are restricted to the services provided by the MediaWiki of the TU/e Encyclopedia,Functionality,Suitability,encyclopedia information search methods app,Medium,extended_csv
328,The information and the search methods of the Studenthandbook-app are restricted depending on file format of the handbook-information,Functionality,Suitability,information search methods studenthandbook app,Medium,extended_csv
329,Hard Drive Space GIST: Hard drive space. SCALE: The application's need of hard drive space. METER: MB. MUST: No more than 20 MB. PLAN: No more than 15 MB. WISH: No more than 10 MB. MB: DEFINED: Megabyte,Functionality,Suitability,hard drive space gist scale,Medium,extended_csv
330,System Reliability GIST: The reliability of the system. SCALE: The reliability that the system gives the right result on a search. METER: Measurements obtained from 1000 searches during testing. MUST: More than 98% of the searches. PLAN: More than 99% of the searches. WISH: 100% of the searches,Functionality,Suitability,searches reliability gist scale gives,Medium,extended_csv
331,Internet Connection DESC: The application should be connected to the Internet,Functionality,Suitability,internet connection desc connected,Medium,extended_csv
332,GPS Connection DESC: The application should be connected to the GPS device,Functionality,Suitability,gps connection desc connected device,Medium,extended_csv
333,Application extendibility DESC: The application should be easy to extend. The code should be written in a way that it favors implementation of new functions,Functionality,Suitability,extendibility desc easy extend code,Medium,extended_csv
334,The overall accuracy of the Web API's response will be measured using a developer-made testing set,Functionality,Suitability,overall accuracy web api response,Medium,extended_csv
335,The overall accuracy is calculated by dividing total number of correct answers by the number of questions asked,Functionality,Suitability,number overall accuracy calculated dividing,Medium,extended_csv
336,The accuracy of the Generic Question Constructionâ€‹ part will be close to 80%,Functionality,Suitability,accuracy generic question construction part,Medium,extended_csv
337,"The overall accuracy of the Web API's response will be measured using a developer-made testing set. The overall accuracy is calculated by dividing total number of correct answers by the number of questions asked. The accuracy of the Generic Question Constructionâ€‹ part will be close to 80%. The accuracy of the Generic Answer Constructionâ€‹ unit will be close to 70% The accuracy of the Generic Answer Populationâ€‹ unit will be close to 70% Drexel facilities' locations and schedules will have accuracy greater than 70% â€‹ Drexel staff's office locations, contact information, and positions will have accuracy greater than 70%. â€‹ Drexel policies including academics, admissions, information technology etc. will have accuracy greater than 70%.â€‹ â€‹ On-campus dining locations, hours, food types, etc. will have accuracy greater than 50%. â€‹ Food trucks' general locations, hours, and food types on Drexel Campus will have accuracy greater than 40%",Functionality,Suitability,accuracy greater drexel locations generic,Medium,extended_csv
338,The search feature should be prominent and easy to find for the user,Functionality,Suitability,search feature prominent easy find,Medium,extended_csv
339,"The different search options should be evident, simple and easy to understand",Functionality,Suitability,different search options evident simple,Medium,extended_csv
340,The users are required to input the data from cell phone keypad,Functionality,Suitability,required input data cell phone,Medium,extended_csv
341,User has the options to change the settings locally and remotely,Functionality,Suitability,options change settings locally remotely,Medium,extended_csv
342,Reduce the typing option by giving support for select menus,Functionality,Suitability,reduce typing option giving support,Medium,extended_csv
343,"In order to create a viable offering for the user we will have to build a simple, transparent system that can be understood and trusted by the people that are using it",Functionality,Suitability,order create viable offering build,Medium,extended_csv
344,"Anonimization & aggregation, so that route information may be shared safely without disclosing personal information",Functionality,Suitability,information anonimization aggregation route shared,Medium,extended_csv
345,Permit the use of unverified (anonymous) avatars / aliases,Functionality,Suitability,permit unverified anonymous avatars aliases,Medium,extended_csv
346,Give control to end-users over private data (at least a delete private repository option),Functionality,Suitability,private give control end data,Medium,extended_csv
347,Sub-apps and their launchers can be added to the main app by a qualified programmer,Functionality,Suitability,sub apps launchers added main,Medium,extended_csv
348,Sub-apps and their launchers in the main app can be deleted by a qualified programmer,Functionality,Suitability,sub apps launchers main app,Medium,extended_csv
349,The accuracy of the Generic Answer Constructionâ€‹ unit will be close to 70%,Functionality,Suitability,accuracy generic answer construction unit,Medium,extended_csv
350,The accuracy of the Generic Answer Populationâ€‹ unit will be close to 70%,Functionality,Suitability,accuracy generic answer population unit,Medium,extended_csv
351,The language can only be selected in the main app,Functionality,Suitability,language selected main app,High,extended_csv
352,The default language of insApption is English,Functionality,Suitability,default language insapption english,High,extended_csv
353,The main menu contains a launcher to the Map-app.3.1.3,Functionality,Suitability,main menu contains launcher map,High,extended_csv
354,The main menu contains a launcher to the News-app.3.1.4,Functionality,Suitability,main menu contains launcher news,High,extended_csv
355,The main menu contains a launcher to the Agenda-app.3.1.5,Functionality,Suitability,main menu contains launcher agenda,High,extended_csv
356,The main menu contains a launcher to the Facebook-app.3.1.9,Functionality,Suitability,main menu contains launcher facebook,High,extended_csv
357,The main menu contains a launcher to the Twitter-app.3.1.10,Functionality,Suitability,main menu contains launcher twitter,High,extended_csv
358,The main menu contains a launcher to the Employee-finder-app.3.1.6,Functionality,Suitability,main menu contains launcher employee,High,extended_csv
359,"The main menu contains a launcher to the Encyclopedia-app, only if the Dutch language is selected.3.1.7",Functionality,Suitability,main menu contains launcher encyclopedia,High,extended_csv
360,"The main menu contains a launcher to the Student handbook-app, only if the Dutch language is selected.3.1.8",Functionality,Suitability,main menu contains launcher student,High,extended_csv
361,"It is possible to ""like"" insApption from within the main menu",Functionality,Suitability,possible like insapption main menu,High,extended_csv
362,"It is possible to ""tweet"" insApption from within the main menu",Functionality,Suitability,possible tweet insapption main menu,High,extended_csv
363,There is a link to a Twitter settings menu,Functionality,Suitability,link twitter settings menu,High,extended_csv
364,There is a link to a Facebook settings menu,Functionality,Suitability,link facebook settings menu,High,extended_csv
365,"In the settings menu for Twitter the user can save username in combination with password, regarding Twitter",Functionality,Suitability,twitter settings menu save username,High,extended_csv
366,"In the settings menu for Facebook the user can save username in combination with password, regarding Facebook",Functionality,Suitability,facebook settings menu save username,High,extended_csv
367,"In the settings menu for Twitter there is an option to delete the saved username in combination with the password, regarding Twitter",Functionality,Suitability,twitter settings menu option delete,Medium,extended_csv
368,"In the settings menu for Facebook there is an option to delete the saved username in combination with the password, regarding Facebook",Functionality,Suitability,facebook settings menu option delete,Medium,extended_csv
369,It is possible to search for a certain building on the campus of the TU/e by name,Functionality,Suitability,possible search certain building campus,Medium,extended_csv
370,It is possible to search for a certain building on the campus of the TU/e by address,Functionality,Suitability,possible search certain building campus,Medium,extended_csv
371,It is possible to search for a certain POI on the campus of the TU/e by name,Functionality,Suitability,possible search certain poi campus,Medium,extended_csv
372,A search described in requirements UCAR201 and UCAR202 results in a displayed set of buildings that match the search input,Functionality,Suitability,search ucar described requirements results,Medium,extended_csv
373,A search described in requirements UCAR203 results in a displayed set of POI's that match the search input,Functionality,Suitability,search described requirements ucar results,Medium,extended_csv
374,"It is possible to view an element from the search result described in UCAR201, UCAR202 and UCAR203 in the map view",Functionality,Suitability,ucar view possible element search,Medium,extended_csv
375,It is possible to navigate from a building on the campus to another building on the campus,Functionality,Suitability,building campus possible navigate another,High,extended_csv
376,It is possible to navigate from a building on the campus to a POI on the campus,Functionality,Suitability,campus possible navigate building poi,High,extended_csv
377,It is possible to navigate from a POI on the campus to a building on the campus,Functionality,Suitability,campus possible navigate poi building,High,extended_csv
378,It is possible to navigate from a POI on the campus to a POI on the campus,Functionality,Suitability,poi campus possible navigate,High,extended_csv
379,It is possible to navigate from an POI on the campus to another location on the campus,Functionality,Suitability,campus possible navigate poi another,High,extended_csv
380,It is possible to navigate from a street on the campus to another location on the campus,Functionality,Suitability,campus possible navigate street another,High,extended_csv
381,It is possible to switch between different means of transportation in the navigator,Functionality,Suitability,possible switch different means transportation,High,extended_csv
382,The from-location can be searched by the name of a building,Functionality,Suitability,location searched name building,Medium,extended_csv
383,The from-location can be searched by the address of a building,Functionality,Suitability,location searched address building,Medium,extended_csv
384,The from-location can be searched by the name of a POI,Functionality,Suitability,location searched name poi,Medium,extended_csv
385,The from-location is selected from the search result described in UCAR211 and UCAR212,Functionality,Suitability,ucar location selected search result,Medium,extended_csv
386,The from-location can be selected on the map,Functionality,Suitability,location selected map,High,extended_csv
387,The to-location can be searched by the name of a building,Functionality,Suitability,location searched name building,Medium,extended_csv
388,The to-location can be searched by the address of a building,Functionality,Suitability,location searched address building,Medium,extended_csv
389,The to-location can be searched by the name of a POI,Functionality,Suitability,location searched name poi,Medium,extended_csv
390,The to-location is selected from the search result described in UCAR215 and UCAR216,Functionality,Suitability,ucar location selected search result,Medium,extended_csv
391,The to-location can be selected on the map,Functionality,Suitability,location selected map,High,extended_csv
392,The route planned by the navigator is shown in the map view,Functionality,Suitability,route planned navigator shown map,High,extended_csv
393,The application has a map view in stylistic style,Functionality,Suitability,map view stylistic style,High,extended_csv
394,The application has a map view in satellite style,Functionality,Suitability,map view satellite style,High,extended_csv
395,It is possible to switch between stylistic map view and satellite map view,Functionality,Suitability,map view possible switch stylistic,High,extended_csv
396,It is possible to zoom when in the map view,Functionality,Suitability,possible zoom map view,High,extended_csv
397,It is possible to pan when in the map view,Functionality,Suitability,possible pan map view,High,extended_csv
398,Current location is shown in the map view,Functionality,Suitability,current location shown map view,High,extended_csv
399,POI's of a building are indicated,Functionality,Suitability,poi building indicated,High,extended_csv
400,"It is possible to ""tweet"" the user's current location",Functionality,Suitability,possible tweet current location,High,extended_csv
401,It is possible to change the status on Facebook. The new status will indicate the user's current location,Functionality,Suitability,status possible change facebook indicate,High,extended_csv
402,The administrator can change the stylistic map,Functionality,Suitability,administrator change stylistic map,High,extended_csv
403,The administrator can add buildings,Functionality,Suitability,administrator add buildings,High,extended_csv
404,The administrator can remove buildings,Functionality,Suitability,administrator remove buildings,High,extended_csv
405,The administrator can add vertices of a path which is used in the route planner,Functionality,Suitability,administrator add vertices path route,High,extended_csv
406,The administrator can remove vertices of a path which is used in the route planner,Functionality,Suitability,administrator remove vertices path route,High,extended_csv
407,The administrator can remove edges of a path which is used in the route planner,Functionality,Suitability,administrator remove edges path route,High,extended_csv
408,The administrator can add edges of a path which is used in the route planner,Functionality,Suitability,administrator add edges path route,High,extended_csv
409,"The administrator can add POI's. A POI should belong to a certain building, floor and room number",Functionality,Suitability,poi administrator add belong certain,High,extended_csv
410,"The administrator can remove POI's. A POI should belong to a certain building, floor and room number",Functionality,Suitability,poi administrator remove belong certain,High,extended_csv
411,"The administrator can link a POI to a certain building, floor and room",Functionality,Suitability,administrator link poi certain building,High,extended_csv
412,"The administrator can unlink a POI from a certain building, floor and room",Functionality,Suitability,administrator unlink poi certain building,High,extended_csv
413,Titles of all news items available through the news RSS-feeds are shown on the title screen,Functionality,Suitability,news titles items available rss,High,extended_csv
414,"From the first titles of the news articles, the first lines are shown",Functionality,Suitability,first titles news articles lines,High,extended_csv
415,Full news report is shown after choosing the corresponding news title,Functionality,Suitability,news full report shown choosing,Medium,extended_csv
416,"It is possible to ""like"" a certain news item",Functionality,Suitability,possible like certain news item,High,extended_csv
417,"It is possible to ""tweet"" a certain news item",Functionality,Suitability,possible tweet certain news item,High,extended_csv
418,The administrator can modify the list of news RSS-feeds that are available in English,Functionality,Suitability,administrator modify list news rss,High,extended_csv
419,The administrator can modify the list of news RSS-feeds that are available in Dutch,Functionality,Suitability,administrator modify list news rss,High,extended_csv
420,"When the agenda-app is started, upcoming events are shown on the title screen",Functionality,Suitability,agenda app started upcoming events,High,extended_csv
421,There is a calender view,Functionality,Suitability,calender view,High,extended_csv
422,It is possible to open calendar view,Functionality,Suitability,possible open calendar view,High,extended_csv
423,It is possible to close calendar view,Functionality,Suitability,possible close calendar view,High,extended_csv
424,The user can change the calender to a different month,Functionality,Suitability,change calender different month,High,extended_csv
425,The user is able to see on which days events take place in calendar view,Functionality,Suitability,see days events take place,High,extended_csv
426,The current day is indicated on the calendar,Functionality,Suitability,current day indicated calendar,High,extended_csv
427,By selecting a certain day in the calendar the events for that day are shown,Functionality,Suitability,day selecting certain calendar events,High,extended_csv
428,It is possible to search for events by date,Functionality,Suitability,possible search events date,Medium,extended_csv
429,It is possible to search for events by subject,Functionality,Suitability,possible search events subject,Medium,extended_csv
430,A search described in requirements UCAR406 and UCAR407 results in a displayed set of events that match the search input,Functionality,Suitability,search ucar described requirements results,Medium,extended_csv
431,"It is possible to ""like"" a certain event",Functionality,Suitability,possible like certain event,High,extended_csv
432,"It is possible to ""tweet"" a certain event",Functionality,Suitability,possible tweet certain event,High,extended_csv
433,The only events that are available in the agenda-app are extracted from the agenda RSS-feeds in the selected language,Functionality,Suitability,agenda events available app extracted,High,extended_csv
434,The administrator can modify the list of agenda RSS-feeds that are available in English,Functionality,Suitability,administrator modify list agenda rss,High,extended_csv
435,The administrator can modify the list of agenda RSS-feeds that are available in Dutch,Functionality,Suitability,administrator modify list agenda rss,High,extended_csv
436,It is possible to search a person by name,Functionality,Suitability,possible search person name,Medium,extended_csv
437,It is possible to search a person by department,Functionality,Suitability,possible search person department,Medium,extended_csv
438,A search described in requirements UCAR501 and UCAR502 results in a displayed set of employees that match the search input,Functionality,Suitability,search ucar described requirements results,Medium,extended_csv
439,It is possible to view all personal info available through the employee pages of a person in the search result set of requirement UCAR503,Functionality,Suitability,possible view personal info available,Medium,extended_csv
440,It is possible to show the location of the employee's office in the map view (see 3.1.3),Functionality,Suitability,possible show location employee office,High,extended_csv
441,It is possible to plan a route to the location of the employee's office (see 3.1.3),Functionality,Suitability,possible plan route location employee,High,extended_csv
442,When the Encyclopedia-app is started the most searched items are shown on the title screen,Functionality,Suitability,encyclopedia app started searched items,Medium,extended_csv
443,When the Encyclopedia-app is started the most recent items are shown on the title screen,Functionality,Suitability,encyclopedia app started recent items,High,extended_csv
444,It is possible to search the book by a certain word or phrase,Functionality,Suitability,possible search book certain word,Medium,extended_csv
445,A search described in requirement UCAR602 results in a displayed set of topics,Functionality,Suitability,search described requirement ucar results,Medium,extended_csv
446,The user can select a topic from the search result list,Functionality,Suitability,select topic search result list,Medium,extended_csv
447,By clicking on a topic the full text regarding that topic is shown,Functionality,Suitability,topic clicking full text regarding,High,extended_csv
448,"It is possible to ""like"" a certain topic",Functionality,Suitability,possible like certain topic,High,extended_csv
449,"It is possible to ""tweet"" a certain topic",Functionality,Suitability,possible tweet certain topic,High,extended_csv
450,When the student handbook-app is started the most searched items are shown on the title screen,Functionality,Suitability,student handbook app started searched,Medium,extended_csv
451,A search described in requirement UCAR702 results in a displayed set of topics,Functionality,Suitability,search described requirement ucar results,Medium,extended_csv
452,The user can select a topic from the search result described in requirement UCAR703,Functionality,Suitability,select topic search result described,Medium,extended_csv
453,When the Facebook-app is started the page of TU/e on Facebook is shown on the title screen,Functionality,Suitability,facebook app started page shown,High,extended_csv
454,Other TU/e related Facebook-sites can be selected from a list (see for contents of list requirement UCAR803),Functionality,Suitability,list related facebook sites selected,High,extended_csv
455,The administrator can modify the list of TU/e related Facebook-sites,Functionality,Suitability,administrator modify list related facebook,High,extended_csv
456,When the Twitter-app is started the page of TU/e on Twitter is shown on the title screen,Functionality,Suitability,twitter app started page shown,High,extended_csv
457,Other TU/e related Twitter-sites can be selected from a list (see for contents of list requirement UCAR903),Functionality,Suitability,list related twitter sites selected,High,extended_csv
458,The administrator can modify the list of TU/e related Twitter-sites,Functionality,Suitability,administrator modify list related twitter,High,extended_csv
459,Download mobile application DESC: A user should be able to download the mobile application through either an application store or similar service on the mobile phone. The application should be free to download,Functionality,Suitability,download mobile desc store similar,Medium,extended_csv
460,"Download and notify users of new releases DESC: When a new/updated version or release of the software is released, the user should check for these manually. The download of the new release should be done through the mobile phone in the same way as downloading the mobile application",Functionality,Suitability,download release mobile notify releases,Medium,extended_csv
461,"User registration - Mobile application DESC: Given that a user has downloaded the mobile application, then the user should be able to register through the mobile application. The user must provide user-name, password and e-mail address. The user can choose to provide a regularly used phone number",Functionality,Suitability,mobile registration desc given downloaded,Medium,extended_csv
462,"User log-in - Mobile application DESC: Given that a user has registered, then the user should be able to log in to the mobile application. The log-in information will be stored on the phone and in the future the user should be logged in automatically",Functionality,Suitability,log mobile desc given registered,Medium,extended_csv
463,"Retrieve password DESC: Given that a user has registered, then the user should be able to retrieve his/her password by e-mail",Functionality,Suitability,retrieve password desc given registered,Medium,extended_csv
464,"Mobile application - Search DESC: Given that a user is logged in to the mobile application, then the first page that is shown should be the search page. The user should be able to search for a restaurant, according to several search options. The search options are Price, Destination, Restaurant type and Specific dish. There should also be a free text search option. A user should be able to select multiple search options in one search",Functionality,Suitability,search options mobile page restaurant,Medium,extended_csv
465,"Mobile application - Search result in a map view DESC: Search results can be viewed on a map. On the map, the relevant and closest restaurants according to the user's position are shown. A specific pin will represent a specific restaurant location. On each pin there should be an information link. There should be maximally 100 results displayed. The map view should have a default zoom. The map view should include a button that, when selected, should display different filtering options in a filtering menu",Functionality,Suitability,map view search results specific,Medium,extended_csv
466,"Mobile application - Search result in a list view Search results can be viewed in a list. Each element in the list represents a specific restaurant. Each element should include the restaurant name, telephone number, type of food, distance according to the user's position, average price, a short two-line description, a link to the restaurant's web-page and an information link. There should be maximally 100 results displayed. If the result contains more restaurants than what can be displayed on the screen at one time, the user should be able to scroll through them. When searching by price the restaurants should be sorted according to the following order: 1. average price 2. distance 3. restaurant type 4. specific dish When searching by a search option, other than price, the restaurants should be sorted according to the following order: 1. distance 2. average price 3. restaurant type 4. specific dish The list view should include a header with different selectable sorting options. The list view should include a button that, when selected, should display different filtering options in a filtering menu",Functionality,Suitability,list restaurant price search view,Medium,extended_csv
467,"Mobile application - Navigation to restaurant DESC: A user should be able to select a pin on a map or an element on a list. When a selection is made, the location of the restaurant should be sent to the mobile phone's GPS-navigation program. The user should then be navigated to the destination. When the destination is reached, a user should be able to go back to the search page on the mobile application",Functionality,Suitability,mobile navigation restaurant destination desc,Medium,extended_csv
468,Mobile application - Switch result view DESC: A user should be able to switch between a map view and a list view for all search options,Functionality,Suitability,view switch mobile result desc,Medium,extended_csv
469,"Mobile application - Selecting the information link DESC: A user should be able to select the information link, which is included on all result items. The link will direct the user to an information page, which includes a picture of the restaurant, the restaurant name, address, phone number, e-mail address, type of food, average price, restaurant description and a menu with name, description and price of the different dishes",Functionality,Suitability,information link restaurant name address,High,extended_csv
470,Mobile application - Search by price DESC: A user should be able to input a maximum and a minimum price range. The result is displayed in a list view by default,Functionality,Suitability,price mobile search desc input,Medium,extended_csv
471,"Mobile application - Search by destination DESC: A user should be able to input a maximum and a minimum distance, according to his/her position. By default the minimum distance is set to 0 km and the maximum to 10 km. The user should be able to input a higher or lower maximum distance and a higher minimum distance than set by default. The result is displayed in a map view by default",Functionality,Suitability,distance maximum minimum default input,Medium,extended_csv
472,Accepted input for price and destination search DESC: Integers should be accepted as input when a user searches by price or destination. If the system receives an invalid input the user should be informed and prompted to insert an accepted input,Functionality,Suitability,input accepted price destination search,Medium,extended_csv
473,Mobile application - Search by restaurant type DESC: A user should be able to select a restaurant type in a given list as input. The result is displayed in a map view by default,Functionality,Suitability,restaurant type mobile search desc,Medium,extended_csv
474,Mobile application - Search by specific dish DESC: A user should be able to select a specific dish in a given list as input. The result is displayed in a map view by default,Functionality,Suitability,specific dish mobile search desc,Medium,extended_csv
475,"Mobile application - Free-text search DESC: A user should be able to conduct a search by providing either restaurant name, restaurant description, restaurant address, restaurant type or restaurant menu in the free-text search field. The result is displayed in a map view by default",Functionality,Suitability,restaurant search free text mobile,Medium,extended_csv
476,Mobile application - No match found DESC: If no match is found the user should be informed but kept on the search page in order to get the possibility to conduct a new search right away,Functionality,Suitability,match found search mobile desc,Medium,extended_csv
477,"Mobile application - Sorting results DESC: When viewing the results in a list, a user should be able to sort the results according to price, distance, restaurant type, specific dish or restaurant name. When sorting by restaurant name, specific dish or restaurant type the results should be ordered alphabetically. When sorting by price the results should be ordered from cheapest to most expensive. When sorting by distance the results should be ordered from closets to furthest distance according to the user's position. When the sort button for a specific search option is clicked, then the order should be reversed and ordered in a descending matter. If the sort button is clicked again the order of the results should be reversed",Functionality,Suitability,results sorting restaurant ordered sort,Medium,extended_csv
478,"Mobile application - Filtering results DESC: When viewing the results in a list or a map, a user should be able to filter the results in a filtering menu. The filtering options include: increasing or decreasing the maximum distance increasing or decreasing the maximum price choosing a restaurant type choosing a specific dish",Functionality,Suitability,filtering results increasing decreasing maximum,High,extended_csv
479,"Mobile application - Profile page DESC: On the mobile application, a user should have a profile page. On the profile page a user can edit his/her information, which includes the password, e-mail address and phone number. A user should also be able to choose what language the mobile application should be set to. The different language choices are Swedish, English, Spanish and French",Functionality,Suitability,mobile profile page language desc,High,extended_csv
480,Required information for registration Given the restaurant owner wants to create an account And the restaurant owner does not have an account When the restaurant owner registers on the web-portal by providing user-name And password And address And e-mail address And phone number Then the restaurant owner should be able to apply for verification,Functionality,Suitability,restaurant owner account address required,Medium,extended_csv
481,Full information for registration Given the restaurant owner wants to create an account And the restaurant owner does not have an account When the restaurant owner registers on the web-portal by providing user name And password And address And e-mail address And phone number And mobile number Then the restaurant owner should be able to apply for verification,Functionality,Suitability,restaurant owner account address number,Medium,extended_csv
482,Confirmed registration Given the restaurant owner has applied for verification And has not received a confirmation e-mail after registration When the restaurant owner receives a confirmation e-mail Then the restaurant owner should be able to log in,Functionality,Suitability,restaurant owner registration confirmation mail,Medium,extended_csv
483,Successful log-in Given the restaurant owner wants to log in When the restaurant owner logs in with his/her account Then the restaurant owner should be logged in as a restaurant owner,Functionality,Suitability,restaurant owner log successful given,High,extended_csv
484,"Retrieve password Given the restaurant owner wants to log in And has lost the password When the restaurant owner enters his/her email address in the ""Retrieve password"" form And submits the form Then the restaurant owner should receive an email containing the password",Functionality,Suitability,password restaurant owner retrieve email,Medium,extended_csv
485,Show fields for managing information Given the restaurant owner is logged in When the restaurant owner wants to manage information Then the restaurant owner should be able to manage information in a form,Functionality,Suitability,information restaurant owner manage show,Medium,extended_csv
486,Filling in mandatory fields Given the restaurant owner wants to fill in the mandatory fields of the form When the restaurant owner provides average price And address And e-mail address And phone number And restaurant name Then the restaurant owner has filled the mandatory fields of the form,Functionality,Suitability,restaurant mandatory fields owner form,Medium,extended_csv
